char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
6,r,794.2,443.52,14,31,6,0,Lit_NorthWind_7_question_07111_target,0,0,Călătorul,question_images_version_56
7,u,808.2,443.52,14,31,7,0,Lit_NorthWind_7_question_07111_target,0,0,Călătorul,question_images_version_56
8,l,822.2,443.52,14,31,8,0,Lit_NorthWind_7_question_07111_target,0,0,Călătorul,question_images_version_56
9, ,836.2,443.52,14,31,9,0,Lit_NorthWind_7_question_07111_target,0,0,,question_images_version_56
10,p,850.2,443.52,14,31,10,0,Lit_NorthWind_7_question_07111_target,1,1,purta,question_images_version_56
11,u,864.2,443.52,14,31,11,0,Lit_NorthWind_7_question_07111_target,1,1,purta,question_images_version_56
12,r,878.2,443.52,14,31,12,0,Lit_NorthWind_7_question_07111_target,1,1,purta,question_images_version_56
13,t,892.2,443.52,14,31,13,0,Lit_NorthWind_7_question_07111_target,1,1,purta,question_images_version_56
14,a,906.2,443.52,14,31,14,0,Lit_NorthWind_7_question_07111_target,1,1,purta,question_images_version_56
15, ,920.2,443.52,14,31,15,0,Lit_NorthWind_7_question_07111_target,1,1,,question_images_version_56
16,o,934.2,443.52,14,31,16,0,Lit_NorthWind_7_question_07111_target,2,2,o,question_images_version_56
17, ,948.2,443.52,14,31,17,0,Lit_NorthWind_7_question_07111_target,2,2,,question_images_version_56
18,h,962.2,443.52,14,31,18,0,Lit_NorthWind_7_question_07111_target,3,3,haină,question_images_version_56
19,a,976.2,443.52,14,31,19,0,Lit_NorthWind_7_question_07111_target,3,3,haină,question_images_version_56
20,i,990.2,443.52,14,31,20,0,Lit_NorthWind_7_question_07111_target,3,3,haină,question_images_version_56
21,n,1004.2,443.52,14,31,21,0,Lit_NorthWind_7_question_07111_target,3,3,haină,question_images_version_56
22,ă,1018.2,443.52,14,31,22,0,Lit_NorthWind_7_question_07111_target,3,3,haină,question_images_version_56
23, ,1032.2,443.52,14,31,23,0,Lit_NorthWind_7_question_07111_target,3,3,,question_images_version_56
24,g,1046.2,443.52,14,31,24,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
25,r,1060.2,443.52,14,31,25,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
26,o,1074.2,443.52,14,31,26,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
27,a,1088.2,443.52,14,31,27,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
28,s,1102.2,443.52,14,31,28,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
29,ă,1116.2,443.52,14,31,29,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
30,.,1130.2,443.52,14,31,30,0,Lit_NorthWind_7_question_07111_target,4,4,groasă.,question_images_version_56
0,C,201.0,756.0,14,31,0,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
1,ă,215.0,756.0,14,31,1,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
2,l,229.0,756.0,14,31,2,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
3,ă,243.0,756.0,14,31,3,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
4,t,257.0,756.0,14,31,4,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
5,o,271.0,756.0,14,31,5,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
6,r,285.0,756.0,14,31,6,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
7,u,299.0,756.0,14,31,7,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
8,l,313.0,756.0,14,31,8,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,Călătorul,question_images_version_56
9, ,327.0,756.0,14,31,9,0,Lit_NorthWind_7_question_07111_distractor_a,0,0,,question_images_version_56
10,p,341.0,756.0,14,31,10,0,Lit_NorthWind_7_question_07111_distractor_a,1,1,purta,question_images_version_56
11,u,355.0,756.0,14,31,11,0,Lit_NorthWind_7_question_07111_distractor_a,1,1,purta,question_images_version_56
12,r,369.0,756.0,14,31,12,0,Lit_NorthWind_7_question_07111_distractor_a,1,1,purta,question_images_version_56
13,t,383.0,756.0,14,31,13,0,Lit_NorthWind_7_question_07111_distractor_a,1,1,purta,question_images_version_56
14,a,397.0,756.0,14,31,14,0,Lit_NorthWind_7_question_07111_distractor_a,1,1,purta,question_images_version_56
15, ,411.0,756.0,14,31,15,0,Lit_NorthWind_7_question_07111_distractor_a,1,1,,question_images_version_56
16,o,425.0,756.0,14,31,16,0,Lit_NorthWind_7_question_07111_distractor_a,2,2,o,question_images_version_56
17, ,439.0,756.0,14,31,17,0,Lit_NorthWind_7_question_07111_distractor_a,2,2,,question_images_version_56
18,j,453.0,756.0,14,31,18,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
19,a,467.0,756.0,14,31,19,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
20,c,481.0,756.0,14,31,20,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
21,h,495.0,756.0,14,31,21,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
22,e,509.0,756.0,14,31,22,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
23,t,523.0,756.0,14,31,23,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
24,ă,537.0,756.0,14,31,24,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,jachetă,question_images_version_56
25, ,551.0,756.0,14,31,25,0,Lit_NorthWind_7_question_07111_distractor_a,3,3,,question_images_version_56
26,g,565.0,756.0,14,31,26,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
27,r,579.0,756.0,14,31,27,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
28,o,593.0,756.0,14,31,28,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
29,a,607.0,756.0,14,31,29,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
30,s,621.0,756.0,14,31,30,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
31,ă,635.0,756.0,14,31,31,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
32,.,649.0,756.0,14,31,32,0,Lit_NorthWind_7_question_07111_distractor_a,4,4,groasă.,question_images_version_56
0,C,201.0,252.0,14,31,0,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
1,ă,215.0,252.0,14,31,1,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
2,l,229.0,252.0,14,31,2,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
3,ă,243.0,252.0,14,31,3,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
4,t,257.0,252.0,14,31,4,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
5,o,271.0,252.0,14,31,5,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
6,r,285.0,252.0,14,31,6,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
7,u,299.0,252.0,14,31,7,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
8,l,313.0,252.0,14,31,8,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,Călătorul,question_images_version_56
9, ,327.0,252.0,14,31,9,0,Lit_NorthWind_7_question_07111_distractor_b,0,0,,question_images_version_56
10,p,341.0,252.0,14,31,10,0,Lit_NorthWind_7_question_07111_distractor_b,1,1,purta,question_images_version_56
11,u,355.0,252.0,14,31,11,0,Lit_NorthWind_7_question_07111_distractor_b,1,1,purta,question_images_version_56
12,r,369.0,252.0,14,31,12,0,Lit_NorthWind_7_question_07111_distractor_b,1,1,purta,question_images_version_56
13,t,383.0,252.0,14,31,13,0,Lit_NorthWind_7_question_07111_distractor_b,1,1,purta,question_images_version_56
14,a,397.0,252.0,14,31,14,0,Lit_NorthWind_7_question_07111_distractor_b,1,1,purta,question_images_version_56
15, ,411.0,252.0,14,31,15,0,Lit_NorthWind_7_question_07111_distractor_b,1,1,,question_images_version_56
16,o,425.0,252.0,14,31,16,0,Lit_NorthWind_7_question_07111_distractor_b,2,2,o,question_images_version_56
17, ,439.0,252.0,14,31,17,0,Lit_NorthWind_7_question_07111_distractor_b,2,2,,question_images_version_56
18,j,453.0,252.0,14,31,18,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
19,a,467.0,252.0,14,31,19,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
20,c,481.0,252.0,14,31,20,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
21,h,495.0,252.0,14,31,21,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
22,e,509.0,252.0,14,31,22,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
23,t,523.0,252.0,14,31,23,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
24,ă,537.0,252.0,14,31,24,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,jachetă,question_images_version_56
25, ,551.0,252.0,14,31,25,0,Lit_NorthWind_7_question_07111_distractor_b,3,3,,question_images_version_56
26,s,565.0,252.0,14,31,26,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
27,t,579.0,252.0,14,31,27,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
28,r,593.0,252.0,14,31,28,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
29,â,607.0,252.0,14,31,29,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
30,m,621.0,252.0,14,31,30,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
31,t,635.0,252.0,14,31,31,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
32,ă,649.0,252.0,14,31,32,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
33,.,663.0,252.0,14,31,33,0,Lit_NorthWind_7_question_07111_distractor_b,4,4,strâmtă.,question_images_version_56
0,C,83.0,443.52,14,31,0,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
1,ă,97.0,443.52,14,31,1,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
2,l,111.0,443.52,14,31,2,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
3,ă,125.0,443.52,14,31,3,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
4,t,139.0,443.52,14,31,4,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
5,o,153.0,443.52,14,31,5,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
6,r,167.0,443.52,14,31,6,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
7,u,181.0,443.52,14,31,7,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
8,l,195.0,443.52,14,31,8,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,Călătorul,question_images_version_56
9, ,209.0,443.52,14,31,9,0,Lit_NorthWind_7_question_07111_distractor_c,0,0,,question_images_version_56
10,p,223.0,443.52,14,31,10,0,Lit_NorthWind_7_question_07111_distractor_c,1,1,purta,question_images_version_56
11,u,237.0,443.52,14,31,11,0,Lit_NorthWind_7_question_07111_distractor_c,1,1,purta,question_images_version_56
12,r,251.0,443.52,14,31,12,0,Lit_NorthWind_7_question_07111_distractor_c,1,1,purta,question_images_version_56
13,t,265.0,443.52,14,31,13,0,Lit_NorthWind_7_question_07111_distractor_c,1,1,purta,question_images_version_56
14,a,279.0,443.52,14,31,14,0,Lit_NorthWind_7_question_07111_distractor_c,1,1,purta,question_images_version_56
15, ,293.0,443.52,14,31,15,0,Lit_NorthWind_7_question_07111_distractor_c,1,1,,question_images_version_56
16,o,307.0,443.52,14,31,16,0,Lit_NorthWind_7_question_07111_distractor_c,2,2,o,question_images_version_56
17, ,321.0,443.52,14,31,17,0,Lit_NorthWind_7_question_07111_distractor_c,2,2,,question_images_version_56
18,p,335.0,443.52,14,31,18,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
19,ă,349.0,443.52,14,31,19,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
20,l,363.0,443.52,14,31,20,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
21,ă,377.0,443.52,14,31,21,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
22,r,391.0,443.52,14,31,22,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
23,i,405.0,443.52,14,31,23,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
24,e,419.0,443.52,14,31,24,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,pălărie,question_images_version_56
25, ,433.0,443.52,14,31,25,0,Lit_NorthWind_7_question_07111_distractor_c,3,3,,question_images_version_56
26,c,447.0,443.52,14,31,26,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
27,ă,461.0,443.52,14,31,27,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
28,l,475.0,443.52,14,31,28,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
29,d,489.0,443.52,14,31,29,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
30,u,503.0,443.52,14,31,30,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
31,r,517.0,443.52,14,31,31,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
32,o,531.0,443.52,14,31,32,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
33,a,545.0,443.52,14,31,33,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
34,s,559.0,443.52,14,31,34,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
35,ă,573.0,443.52,14,31,35,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
36,.,587.0,443.52,14,31,36,0,Lit_NorthWind_7_question_07111_distractor_c,4,4,călduroasă.,question_images_version_56
0,C,83.0,90.0,14,31,0,0,question_07131,0,0,Ce,question_images_version_56
1,e,97.0,90.0,14,31,1,0,question_07131,0,0,Ce,question_images_version_56
2, ,111.0,90.0,14,31,2,0,question_07131,0,0,,question_images_version_56
3,f,125.0,90.0,14,31,3,0,question_07131,1,1,fel,question_images_version_56
4,e,139.0,90.0,14,31,4,0,question_07131,1,1,fel,question_images_version_56
5,l,153.0,90.0,14,31,5,0,question_07131,1,1,fel,question_images_version_56
6, ,167.0,90.0,14,31,6,0,question_07131,1,1,,question_images_version_56
7,d,181.0,90.0,14,31,7,0,question_07131,2,2,de,question_images_version_56
8,e,195.0,90.0,14,31,8,0,question_07131,2,2,de,question_images_version_56
9, ,209.0,90.0,14,31,9,0,question_07131,2,2,,question_images_version_56
10,c,223.0,90.0,14,31,10,0,question_07131,3,3,categorie,question_images_version_56
11,a,237.0,90.0,14,31,11,0,question_07131,3,3,categorie,question_images_version_56
12,t,251.0,90.0,14,31,12,0,question_07131,3,3,categorie,question_images_version_56
13,e,265.0,90.0,14,31,13,0,question_07131,3,3,categorie,question_images_version_56
14,g,279.0,90.0,14,31,14,0,question_07131,3,3,categorie,question_images_version_56
15,o,293.0,90.0,14,31,15,0,question_07131,3,3,categorie,question_images_version_56
16,r,307.0,90.0,14,31,16,0,question_07131,3,3,categorie,question_images_version_56
17,i,321.0,90.0,14,31,17,0,question_07131,3,3,categorie,question_images_version_56
18,e,335.0,90.0,14,31,18,0,question_07131,3,3,categorie,question_images_version_56
19, ,349.0,90.0,14,31,19,0,question_07131,3,3,,question_images_version_56
20,d,363.0,90.0,14,31,20,0,question_07131,4,4,de,question_images_version_56
21,e,377.0,90.0,14,31,21,0,question_07131,4,4,de,question_images_version_56
22, ,391.0,90.0,14,31,22,0,question_07131,4,4,,question_images_version_56
23,t,405.0,90.0,14,31,23,0,question_07131,5,5,text,question_images_version_56
24,e,419.0,90.0,14,31,24,0,question_07131,5,5,text,question_images_version_56
25,x,433.0,90.0,14,31,25,0,question_07131,5,5,text,question_images_version_56
26,t,447.0,90.0,14,31,26,0,question_07131,5,5,text,question_images_version_56
27, ,461.0,90.0,14,31,27,0,question_07131,5,5,,question_images_version_56
28,r,475.0,90.0,14,31,28,0,question_07131,6,6,reprezintă,question_images_version_56
29,e,489.0,90.0,14,31,29,0,question_07131,6,6,reprezintă,question_images_version_56
30,p,503.0,90.0,14,31,30,0,question_07131,6,6,reprezintă,question_images_version_56
31,r,517.0,90.0,14,31,31,0,question_07131,6,6,reprezintă,question_images_version_56
32,e,531.0,90.0,14,31,32,0,question_07131,6,6,reprezintă,question_images_version_56
33,z,545.0,90.0,14,31,33,0,question_07131,6,6,reprezintă,question_images_version_56
34,i,559.0,90.0,14,31,34,0,question_07131,6,6,reprezintă,question_images_version_56
35,n,573.0,90.0,14,31,35,0,question_07131,6,6,reprezintă,question_images_version_56
36,t,587.0,90.0,14,31,36,0,question_07131,6,6,reprezintă,question_images_version_56
37,ă,601.0,90.0,14,31,37,0,question_07131,6,6,reprezintă,question_images_version_56
38, ,615.0,90.0,14,31,38,0,question_07131,6,6,,question_images_version_56
39,t,629.0,90.0,14,31,39,0,question_07131,7,7,textul?,question_images_version_56
40,e,643.0,90.0,14,31,40,0,question_07131,7,7,textul?,question_images_version_56
41,x,657.0,90.0,14,31,41,0,question_07131,7,7,textul?,question_images_version_56
42,t,671.0,90.0,14,31,42,0,question_07131,7,7,textul?,question_images_version_56
43,u,685.0,90.0,14,31,43,0,question_07131,7,7,textul?,question_images_version_56
44,l,699.0,90.0,14,31,44,0,question_07131,7,7,textul?,question_images_version_56
45,?,713.0,90.0,14,31,45,0,question_07131,7,7,textul?,question_images_version_56
0,O,83.0,443.52,14,31,0,0,Lit_NorthWind_7_question_07131_target,0,0,O,question_images_version_56
1, ,97.0,443.52,14,31,1,0,Lit_NorthWind_7_question_07131_target,0,0,,question_images_version_56
2,f,111.0,443.52,14,31,2,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
3,a,125.0,443.52,14,31,3,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
4,b,139.0,443.52,14,31,4,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
5,u,153.0,443.52,14,31,5,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
6,l,167.0,443.52,14,31,6,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
7,ă,181.0,443.52,14,31,7,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
8,.,195.0,443.52,14,31,8,0,Lit_NorthWind_7_question_07131_target,1,1,fabulă.,question_images_version_56
0,O,710.2,443.52,14,31,0,0,Lit_NorthWind_7_question_07131_distractor_a,0,0,O,question_images_version_56
1, ,724.2,443.52,14,31,1,0,Lit_NorthWind_7_question_07131_distractor_a,0,0,,question_images_version_56
2,p,738.2,443.52,14,31,2,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
3,o,752.2,443.52,14,31,3,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
4,v,766.2,443.52,14,31,4,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
5,e,780.2,443.52,14,31,5,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
6,s,794.2,443.52,14,31,6,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
7,t,808.2,443.52,14,31,7,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
8,e,822.2,443.52,14,31,8,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,poveste,question_images_version_56
9, ,836.2,443.52,14,31,9,0,Lit_NorthWind_7_question_07131_distractor_a,1,1,,question_images_version_56
10,d,850.2,443.52,14,31,10,0,Lit_NorthWind_7_question_07131_distractor_a,2,2,de,question_images_version_56
11,e,864.2,443.52,14,31,11,0,Lit_NorthWind_7_question_07131_distractor_a,2,2,de,question_images_version_56
12, ,878.2,443.52,14,31,12,0,Lit_NorthWind_7_question_07131_distractor_a,2,2,,question_images_version_56
13,c,892.2,443.52,14,31,13,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
14,ă,906.2,443.52,14,31,14,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
15,l,920.2,443.52,14,31,15,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
16,ă,934.2,443.52,14,31,16,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
17,t,948.2,443.52,14,31,17,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
18,o,962.2,443.52,14,31,18,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
19,r,976.2,443.52,14,31,19,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
20,i,990.2,443.52,14,31,20,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
21,e,1004.2,443.52,14,31,21,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
22,.,1018.2,443.52,14,31,22,0,Lit_NorthWind_7_question_07131_distractor_a,3,3,călătorie.,question_images_version_56
0,U,201.0,252.0,14,31,0,0,Lit_NorthWind_7_question_07131_distractor_b,0,0,Un,question_images_version_56
1,n,215.0,252.0,14,31,1,0,Lit_NorthWind_7_question_07131_distractor_b,0,0,Un,question_images_version_56
2, ,229.0,252.0,14,31,2,0,Lit_NorthWind_7_question_07131_distractor_b,0,0,,question_images_version_56
3,b,243.0,252.0,14,31,3,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
4,u,257.0,252.0,14,31,4,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
5,l,271.0,252.0,14,31,5,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
6,e,285.0,252.0,14,31,6,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
7,t,299.0,252.0,14,31,7,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
8,i,313.0,252.0,14,31,8,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
9,n,327.0,252.0,14,31,9,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,buletin,question_images_version_56
10, ,341.0,252.0,14,31,10,0,Lit_NorthWind_7_question_07131_distractor_b,1,1,,question_images_version_56
11,m,355.0,252.0,14,31,11,0,Lit_NorthWind_7_question_07131_distractor_b,2,2,meteo.,question_images_version_56
12,e,369.0,252.0,14,31,12,0,Lit_NorthWind_7_question_07131_distractor_b,2,2,meteo.,question_images_version_56
13,t,383.0,252.0,14,31,13,0,Lit_NorthWind_7_question_07131_distractor_b,2,2,meteo.,question_images_version_56
14,e,397.0,252.0,14,31,14,0,Lit_NorthWind_7_question_07131_distractor_b,2,2,meteo.,question_images_version_56
15,o,411.0,252.0,14,31,15,0,Lit_NorthWind_7_question_07131_distractor_b,2,2,meteo.,question_images_version_56
16,.,425.0,252.0,14,31,16,0,Lit_NorthWind_7_question_07131_distractor_b,2,2,meteo.,question_images_version_56
0,O,201.0,756.0,14,31,0,0,Lit_NorthWind_7_question_07131_distractor_c,0,0,O,question_images_version_56
1, ,215.0,756.0,14,31,1,0,Lit_NorthWind_7_question_07131_distractor_c,0,0,,question_images_version_56
2,p,229.0,756.0,14,31,2,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
3,o,243.0,756.0,14,31,3,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
4,e,257.0,756.0,14,31,4,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
5,z,271.0,756.0,14,31,5,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
6,i,285.0,756.0,14,31,6,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
7,e,299.0,756.0,14,31,7,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
8,.,313.0,756.0,14,31,8,0,Lit_NorthWind_7_question_07131_distractor_c,1,1,poezie.,question_images_version_56
0,C,83.0,90.0,14,31,0,0,question_07111,0,0,Ce,question_images_version_57
1,e,97.0,90.0,14,31,1,0,question_07111,0,0,Ce,question_images_version_57
2, ,111.0,90.0,14,31,2,0,question_07111,0,0,,question_images_version_57
3,p,125.0,90.0,14,31,3,0,question_07111,1,1,purta,question_images_version_57
4,u,139.0,90.0,14,31,4,0,question_07111,1,1,purta,question_images_version_57
5,r,153.0,90.0,14,31,5,0,question_07111,1,1,purta,question_images_version_57
6,t,167.0,90.0,14,31,6,0,question_07111,1,1,purta,question_images_version_57
7,a,181.0,90.0,14,31,7,0,question_07111,1,1,purta,question_images_version_57
8, ,195.0,90.0,14,31,8,0,question_07111,1,1,,question_images_version_57
9,c,209.0,90.0,14,31,9,0,question_07111,2,2,călătorul,question_images_version_57
10,ă,223.0,90.0,14,31,10,0,question_07111,2,2,călătorul,question_images_version_57
11,l,237.0,90.0,14,31,11,0,question_07111,2,2,călătorul,question_images_version_57
12,ă,251.0,90.0,14,31,12,0,question_07111,2,2,călătorul,question_images_version_57
13,t,265.0,90.0,14,31,13,0,question_07111,2,2,călătorul,question_images_version_57
14,o,279.0,90.0,14,31,14,0,question_07111,2,2,călătorul,question_images_version_57
15,r,293.0,90.0,14,31,15,0,question_07111,2,2,călătorul,question_images_version_57
16,u,307.0,90.0,14,31,16,0,question_07111,2,2,călătorul,question_images_version_57
17,l,321.0,90.0,14,31,17,0,question_07111,2,2,călătorul,question_images_version_57
18, ,335.0,90.0,14,31,18,0,question_07111,2,2,,question_images_version_57
19,c,349.0,90.0,14,31,19,0,question_07111,3,3,când,question_images_version_57
20,â,363.0,90.0,14,31,20,0,question_07111,3,3,când,question_images_version_57
21,n,377.0,90.0,14,31,21,0,question_07111,3,3,când,question_images_version_57
22,d,391.0,90.0,14,31,22,0,question_07111,3,3,când,question_images_version_57
23, ,405.0,90.0,14,31,23,0,question_07111,3,3,,question_images_version_57
24,s,419.0,90.0,14,31,24,0,question_07111,4,4,s-a,question_images_version_57
25,-,433.0,90.0,14,31,25,0,question_07111,4,4,s-a,question_images_version_57
